gen,cand,fitness,DD_SOCCER_FORWARD_PASS_REWARD_SCALE,DD_SOCCER_PASS_CHAIN_REWARD_SCALE,DD_SOCCER_PASS_TURNOVER_PENALTY_SCALE,DD_SOCCER_CARRY_REWARD_SCALE,SOCCER_OFFBALL_SUPPORT_REWARD_SCALE,DD_SOCCER_SHOT_COMMITMENT_REWARD_SCALE,DD_SOCCER_HOLD_UNDER_PRESSURE_PENALTY_SCALE,DD_SOCCER_DRIBBLE_MIN_GAIT_PENALTY_SCALE,DD_SOCCER_TURNOVER_POSITION_WEIGHT_SCALE,goal_diff,goals_cand,goals_base,sot_cand,sot_base,sot_gate_ok
0,0,1.000,1,1,1,1,1,1,0.05,0.025,1,1.0,1.0,0.0,3.0,1.5,True
